item_id	i_category	r_complement	r_substitute
2984	9	[3283, 7982, 8129, 10917, 6867, 3601, 9996, 5844, 8277, 6869, 4984, 1826, 2983, 3813, 6871, 3604, 10839, 9051, 8278, 2914, 8032, 1651, 10919, 5845, 8130, 11406, 9255, 11407, 6868, 1648, 7000, 7837, 6310, 9978, 4428, 5151, 6870, 10388, 9950, 11514, 8276, 5613]	[7982, 11739, 10917, 3601, 9996, 5844, 4984, 3813, 6871, 10839, 8278, 8032, 5845, 4989, 6868, 1648, 840, 7837, 9978, 6310, 4428, 5151, 6870, 1246, 9950, 11514, 8276]
2983	9	[8129, 2805, 5844, 6869, 4984, 3813, 8278, 8032, 1651, 5845, 5772, 8130, 11222, 6868, 1648, 11581, 6015, 9978, 4985, 2984, 4428, 9950, 11514]	[12011, 8129, 2805, 1461, 3601, 9996, 9496, 11787, 4984, 3813, 8278, 8032, 1651, 5845, 5772, 8130, 10017, 6548, 840, 4985, 10307, 2984, 12057, 4428, 9950, 11717, 6871]
2985	34	[2861, 6073, 6074, 5926, 2140, 8766, 6576, 1273, 3469, 6204, 659, 9607, 6072, 11055, 4506, 2989, 4759, 5158, 274, 568, 4760, 6122]	[7032, 2861, 9029, 274, 9238, 5801, 10809, 3224, 2232, 11512, 659, 2257, 2989, 11320, 10704, 6033]
2986	9	[6348, 3893, 5020, 4802, 2565, 9631, 2958, 10498, 769, 5039, 11046, 3392, 10195, 6793, 3204, 5807, 3020, 3575]	[3893, 4745, 2958, 2736, 2712, 5044, 10195, 8433, 3020, 3575, 5020, 9415, 5039, 4802, 6424, 3392, 1746, 3204, 431, 5499]
2987	27	[627, 6399, 2436, 2894, 11024, 8969, 10525, 6824, 9762, 1321, 5284, 1214, 6960, 626, 11123, 2557, 3326, 735, 8124, 2818, 3186, 5098, 3276, 2000, 6622, 625, 2773, 1123, 11206, 10595, 1109, 10189, 3737, 6032, 11416, 3130, 5309, 1331, 509, 1489, 7403, 7055, 8636]	[627, 2436, 2894, 11024, 516, 2440, 6960, 1214, 9634, 1321, 9321, 626, 4664, 10252, 3326, 283, 9635, 2096, 735, 2818, 3186, 3073, 2098, 882, 3970, 3219, 5592, 1109, 7348, 9861, 3130, 5309, 1489, 893, 2219]
2989	7	[4541, 2861, 10270, 5684, 5926, 6498, 7272, 4760, 2922, 4191, 5502]	[7831, 233, 7768, 3775, 568, 4992, 5694, 7830]
2988	33	[879, 6226, 756, 3836, 5316, 6597, 1131, 6890, 8370, 4911, 1216, 5162, 5428, 6816, 5058, 8829, 8371, 3999, 4556, 3011, 8427]	[6781, 4556, 7573, 7316, 1216, 5058, 5428, 8428, 1215, 4842, 6597, 3486, 6816, 4555, 8829, 9908, 3011, 8427]
2991	37	[1596, 2113, 3054, 3836, 1066, 777, 1057, 918, 4597]	[2545, 918, 3054, 777, 1057]
2990	24	[2541, 1597, 4064, 1038]	[1597]
2992	37	[918, 10260]	[]
2993	35	[1265, 4117, 8491, 680, 2063, 4954, 10270, 7934, 9477, 3033, 2504, 1306, 9603, 4562, 165, 5731, 8084, 7288, 3572, 5180, 525, 9284, 6685, 3165, 9540, 2119, 8856, 7654, 1542, 2428, 2943]	[4954, 4117, 1207, 2428, 2119, 9603, 165]
2994	35	[]	[11490, 4117, 6073, 7934, 2285, 1802]
2995	37	[6957]	[1045, 6957]
2996	6	[4501, 5692, 4500, 4666, 771, 6264, 4598, 4304, 2215, 1928]	[1303, 8517, 4501, 11112, 1577, 8091, 7430, 5692, 11194, 4500, 4666, 1860, 7979, 6264, 4598, 9152, 1733, 2215]
2997	17	[8546]	[172, 11665, 6525, 2894, 1168, 6822, 2987, 6827, 3461, 526, 7534, 3326, 2154, 11032, 531, 6823, 2773, 542, 7737, 2094, 5775, 8546, 2050, 3130, 5309, 8630, 1331, 3394, 1204]
2998	12	[4910, 4911, 9315, 879, 5767, 7170, 1837]	[4911, 9315, 6560, 1818, 3999, 7360, 1837]
2999	36	[7087, 3156, 7416, 11013, 7751, 9513]	[7087, 11013, 8222]
3001	4	[4073, 40, 4345, 3811, 5206, 10890, 5600, 1808, 7818, 3917, 4677, 9921, 10976]	[4073, 4345, 3920, 5206, 3811, 3917, 376, 9921]
3002	10	[6073, 3904, 1125, 5182, 8037, 8587, 6333, 9723, 9504, 4186, 7959, 562, 4735, 9607, 10273, 7653, 6059, 11570, 9505, 10279, 9503, 5929, 10996]	[1125, 9723]
3000	19	[11444, 4815, 11254, 8263, 6377, 1899, 7651, 6605, 6668, 9736, 3903, 6402, 7591, 6742, 6607, 11823, 6610, 10821, 8986, 7592, 3896, 6763, 9774, 6670, 6612, 9968, 9129, 4758, 8990, 6362, 9222, 7652, 9077, 8087, 2018, 7922, 6609, 9351]	[6610, 6362, 8990, 6605, 6668, 3896, 3903, 9774, 11254, 7591, 6670, 9077, 6609, 6607, 3490]
3003	7	[10812, 10708, 7097, 7780, 3300, 9943, 10965, 9104, 6317, 9965, 2500, 5969, 10733, 5794, 8084, 3729, 10645, 9030, 10706, 945, 7326]	[5073, 7334, 3300, 9944, 6317, 7326, 10706, 10812, 10708, 9116, 6113, 3263]
3005	10	[5682, 9156, 7982, 4861, 40, 4590, 6446, 9148, 6761, 9207, 6799, 444, 2324, 9201, 9825, 694, 2276, 1885, 11373, 9212, 1156, 10114, 5644, 10983, 5410, 11374, 9255, 2277, 5643, 5838, 6868, 3458, 10086, 8344, 6109, 9352, 7009, 7263, 9572, 1565, 9571, 3258, 9733, 3719, 8681]	[7982, 9156, 4590, 3260, 6446, 9148, 3013, 9207, 6799, 2324, 9825, 11837, 1156, 10114, 543, 696, 1245, 10983, 5643, 3458, 6109, 7263, 9572, 1565, 9571, 3719, 2808, 8681]
3004	9	[2665, 3612, 5015, 11228, 3611, 2381, 2327, 3136, 7772, 5016, 2712, 7680, 2382, 2715, 5756, 4862, 5607, 10863, 6195, 3104, 4848, 5608, 7526, 2383]	[3136, 5756, 2665, 3612, 5016, 7772, 2712, 2383, 7526, 3611, 2381, 3104, 2382, 733, 6195, 2715]
3006	10	[2585, 1337, 622]	[]
3007	36	[2866, 3452, 6579, 3456, 6515, 3453, 3008, 4538]	[2866, 3452, 6579, 3456, 7454, 6515, 4803, 3008]
3008	10	[1871, 2866, 3452, 4745, 6579, 2129, 7454, 3456, 6515, 2565, 4750, 5044, 1309, 2924]	[2866, 6579, 3452, 3456, 6515, 3007]
3009	27	[3433, 9372, 2505, 2438, 1321, 6960, 2607, 542, 7044, 11663, 8631, 2987, 3970]	[971, 9372, 2505, 541, 3019, 11206, 3607, 3018, 7055, 11663, 4394, 5557, 277]
3010	31	[2650, 3009]	[8316, 7401, 11634, 3641, 6258, 5066, 11306, 3351, 11848, 6259, 3009, 5982, 8665, 5531]
3011	31	[8218, 1888, 8370, 6349, 5428, 8371, 5058, 8829, 6824]	[1888, 8370, 5428, 8371, 5058, 8829]
3012	10	[3283, 4705, 3013, 10307]	[3283, 7201, 3013, 4705, 1119, 4242, 10307]
3013	10	[3283, 1141, 2805, 444, 7201, 4705, 8843, 3880, 5838, 3922, 9462, 10307, 10906, 11662, 4428, 2043, 11352, 3250, 4242, 10203]	[3283, 3260, 1141, 9207, 2805, 2378, 7201, 4705, 1245, 3005, 6300, 5410, 5838, 6159, 10307, 4428, 3258, 2043, 3233, 3250, 4242, 3076, 10203]
3014	37	[1098, 2545, 3418, 1947, 1042, 6223, 2546, 2403, 8833, 1914, 7164, 2466, 3605, 5669, 7707, 3321, 7193, 4597, 3221, 2581, 8050, 1010, 2413, 1038]	[2546, 2545, 2581, 8833, 1914, 3418, 8050, 1947, 6223, 2842, 2413, 2466, 7707, 7193, 4597]
3015	4	[2977, 2256, 2473, 10060, 3306, 2922, 6533, 2766, 2972, 11371, 10499, 3313, 1714]	[3313, 9147]
3016	37	[7232, 4644]	[7232, 4750, 362, 4644, 5423]
3017	34	[8218, 4954, 6175, 10258, 2615, 2871, 7444, 3337, 6386, 7351, 4808, 5698, 4685]	[6175, 2615, 2871, 6386, 2924, 4367, 1823, 6857, 4685]
3018	27	[4620, 2865, 8922, 8919, 8912, 7948, 8916, 6960, 6489, 8921, 283, 4387, 8913, 11067, 8918, 2000, 8917, 8914, 8923, 3019, 8920, 9262, 1781, 3130, 1506, 9273, 2218, 2485, 8915]	[4620, 2865, 8922, 8919, 4394, 7948, 8916, 8913, 11067, 8918, 8917, 11616, 6809, 3019, 8920, 9262, 1506, 9273, 7055, 2485, 8915, 6403]
3019	27	[2438, 1724, 4620, 2897, 8922, 4394, 2987, 7948, 5283, 6824, 8826, 6960, 1777, 8921, 9071, 11041, 283, 5622, 11067, 2818, 9489, 8918, 3276, 11616, 8923, 3018, 8920, 9262, 3970, 1530, 5592, 1109, 3433, 6247, 3130, 1506, 9273, 2813, 2218, 8272, 11148, 2485, 4296, 5666, 10575]	[4620, 2865, 8922, 8919, 11663, 4394, 7948, 8916, 6960, 6403, 283, 11067, 5557, 971, 11616, 6809, 3018, 8920, 9262, 1109, 3130, 1506, 9273, 2218, 2485, 7055, 277]
3020	10	[3893, 4745, 2986, 2565, 9631, 2958, 9207, 4569, 3499, 723, 10498, 5044, 3500, 3575, 5020, 6637, 5039, 4357, 2869, 5807, 10316, 4802, 3392, 2002, 4831, 6564, 3204, 6638]	[6348, 3893, 5020, 2986, 4802, 2565, 2958, 2736, 5044, 5039, 3204, 431, 3575]
3021	34	[233, 5684, 6073, 5926, 2673, 2435, 2360, 5930, 4884, 3469, 6072, 3599, 7688, 274, 6077, 4760, 1176, 821, 6454]	[2435, 8724, 2013, 4760, 8723, 265, 8055, 821]
3022	28	[7769]	[2945, 1881, 6137, 1943, 3859, 7769, 2002, 4832]
3023	17	[6613, 5306]	[9596, 1166, 1165, 5306, 1140, 8794]
3024	17	[9372, 2770, 2173, 3019, 9501, 3389, 3463, 6731]	[2173, 4162, 9501, 4917, 3389, 6824, 6731]
3025	4	[7874, 7136, 11923, 6311, 3963, 7897, 5022, 2982, 4984, 7898, 6312, 3604, 4348, 6569, 8067, 10086, 3320, 6310, 11071, 10771, 9166, 6570, 9084, 5613]	[9497, 7136, 11923, 6311, 7897, 2982, 6312, 7898, 3813, 3604, 4348, 6569, 8781, 8067, 56, 10086, 3320, 6310, 11071, 10771, 9166, 6570, 8785, 5613]
3026	11	[6210, 9029, 1371, 9270, 2183, 9196, 9269, 1987, 5624, 10945, 7240, 7138, 2847, 9030, 2913]	[6210, 10986, 2183, 9196, 9269, 1987, 10945, 7240, 7138, 3224, 2847, 7351, 9691, 9030, 2913]
3027	10	[3801, 4563, 6364, 864, 3924, 7946, 4562, 3785]	[3801, 3790, 4563, 11831, 864, 9552, 3924, 4643, 1828, 1220, 7946, 4562, 3785]
3028	34	[5225, 5227, 6350]	[3821, 6350, 6349, 8533, 8531, 5225, 6037, 2675, 4331, 5227, 3820, 5235, 8532, 2964]
3029	34	[6412, 9752, 4257, 7240, 3741, 9998, 7239]	[9752, 6529, 4257, 7138, 3741, 9114]
3030	4	[57, 3844, 9495, 11436, 2318, 56, 192, 3847, 1246, 2276, 3921, 9496, 1245, 2804, 2732]	[9692, 9497, 6311, 3847, 2276, 2732, 9732, 10385, 3921, 57, 9495, 5346, 4046, 56, 5348, 2804, 10390, 3844, 6570, 10386, 1246]
3031	19	[10003, 7724, 7641, 10652, 6425, 9396, 2701, 7746, 8090, 7266, 7170, 7373, 9403, 6608, 2659, 9968, 10137, 6636, 9070, 9494, 6903, 10996]	[6903, 9403, 7746]
3032	8	[6613, 2569, 7044, 5660]	[6613, 10356, 6538, 2438, 2223, 382, 2607, 5600, 2569, 7044, 1716, 5275, 5666, 3718]
3033	35	[6445, 4117, 6775, 8956, 1154, 1925, 10716, 2063, 8548, 10325, 4954, 10270, 3338, 9578, 342, 5279, 4955, 9283, 2092, 6685, 10269, 1772, 2428, 9521, 5955]	[4954, 6445, 10269, 2943]
3034	26	[]	[4882, 9272, 4198, 9894]
3035	12	[1300, 4720, 4647, 7183, 879, 8037, 8234, 9716, 7595, 3358, 8018, 1304, 10222, 4487, 11494, 10314, 4911, 9095, 2338, 2340, 9719, 9067, 4505, 7525, 7366, 1215, 5664, 9419]	[]
3036	34	[6445, 4311, 3823, 6775, 8956, 4550, 8955, 2775, 8548, 5953, 10325, 427, 3033, 5279, 11330, 8031, 3824, 3066, 2092, 6077, 3825, 1772, 945, 6499, 11039, 9521, 5955]	[8031, 6445, 4311, 3824, 6775, 1772, 3066, 8956, 4550, 8955, 5279, 2092, 945, 6499, 8548, 5953, 10325, 5955]
3037	35	[1603]	[1626, 1603, 4512, 7444, 651, 1659, 2365, 5116, 905, 4511, 4996, 8121, 10082, 5117, 10825]
3038	10	[]	[]
3039	33	[6635, 2903, 6594, 4532, 4535, 5445, 645, 3041, 1465, 1459, 9663, 8664, 2904, 3040, 3042, 89, 2650, 640, 8291, 2535, 3043, 568, 644, 265, 8665, 3264]	[6635, 645, 7401, 9663, 2904, 2903, 3041, 3040, 3043, 568, 868, 644, 3042, 8665, 2650, 3264, 640, 4536]
3041	34	[8980, 6635, 645, 6789, 2903, 3040, 3043, 3039, 644, 3042, 640]	[6635, 645, 2904, 75, 2903, 3040, 3043, 3349, 3039, 644, 3042, 8665, 3264, 640, 11564]
3040	33	[6592, 6635, 645, 2904, 2903, 3041, 3043, 11306, 8338, 7667, 644, 3039, 3042, 2650, 3264, 640, 4536, 7847]	[6635, 645, 2904, 2903, 3041, 3043, 11306, 3039, 644, 3042, 2650, 8665, 868, 3264, 640]
3042	31	[6635, 2903, 4535, 5445, 645, 3041, 3039, 4536, 9663, 2904, 3040, 7996, 89, 640, 5757, 3043, 568, 644, 3264]	[6635, 645, 9663, 2904, 2903, 3041, 3040, 3043, 568, 3039, 644, 89, 3264, 640, 4536]
3043	11	[6635, 2903, 7733, 9782, 4535, 5445, 6552, 645, 2505, 3041, 3039, 2904, 3040, 3042, 9237, 640, 5059, 644, 3264]	[6635, 645, 6258, 2904, 2903, 3041, 3040, 568, 3039, 644, 3042, 4746, 8665, 3264, 640, 694]
3044	10	[1885, 11204, 4547, 4619, 11228, 7183, 3177, 5043, 7416, 2007, 9681, 9947, 2215]	[1885, 4547, 9148, 8344, 5657, 5043, 3177, 2007, 2804]
3045	1	[3047, 3213, 11209, 5062, 3554, 4372, 7247, 4019, 212, 4989]	[3047, 4019]
3046	37	[]	[]
3047	1	[8569, 6100, 3554, 5523, 7247, 10162, 4019, 3488, 7248, 3045]	[5062, 5463, 4019, 3045]
3050	10	[6440, 1125, 9338, 6315, 10322, 5469, 1264, 6402, 4180, 4186, 3558, 3097, 8457, 10273, 1639, 5181, 9724, 8569, 8177, 5675]	[4861, 6949, 1125, 6315, 7286, 9723, 4180, 929, 4186, 3558, 6056, 3097, 8457, 10784, 10109, 9724, 7909, 9247, 8177, 5675]
3049	9	[6949, 1258, 11523, 11432, 1264, 9345, 4180, 1263, 3055, 3048, 7276, 2323, 10913, 8457, 10784, 2187, 7909, 4462, 3051, 8944, 8177, 2883, 7600, 5675]	[4136, 10006, 4462, 6949, 3051, 1258, 9345, 8457, 8177, 4180, 10784, 9054, 7600, 3055, 2883, 8943]
3048	19	[3049, 7651, 4608, 3674, 3051, 7652, 6402, 3455, 9774, 8475, 4859, 7390, 7653]	[11795, 8486, 4139, 8474, 3051, 8476, 8475, 9078, 9529, 7523, 9968, 7390]
3052	10	[7909, 4462, 6949, 1258, 8457, 10784, 6333, 5675]	[4861, 3183, 6949, 6157, 9049, 606, 2283, 7286, 6974, 9803, 9705, 9345, 4255, 9055, 7759, 8761, 8457, 10784, 10109, 6003, 7909, 6889, 4462, 8177, 3719, 1712, 7605, 10996]
3051	9	[6949, 1258, 10177, 11432, 11595, 8943, 7386, 3049, 1825, 6689, 3048, 5712, 10872, 7276, 8961, 8457, 10784, 3330, 4942, 4244, 1686, 11662, 7909, 4136, 5416, 2676, 4462, 3513, 8177, 7605, 6903, 2883, 7600]	[3049, 6395, 4462, 6949, 7583, 8303, 8642, 10784, 7600, 6993, 11595, 5156, 6093, 1686, 3969, 3544]
3054	37	[2113, 1090, 1084, 2991, 4328, 2841, 1078, 4597]	[1964, 2113, 4328, 2538, 1078, 918]
3055	10	[3049, 7651, 2613, 7652, 6949, 6251, 9345, 8457, 3330, 1263, 8943]	[3049, 10913, 4462, 6949, 8944, 9345, 8457, 8177, 4180, 10784, 7600, 8943]
3053	9	[2362, 3571, 2356, 11646, 2361, 6379]	[2362, 10960, 3571, 12057, 7698, 4871, 11397, 2361, 8565, 6379]
3058	27	[5702, 9323, 9010, 8105, 8193, 9794, 9058, 7289, 9241, 4620, 1868, 2897, 1677, 10430, 5703, 2191, 2987, 1867, 5575, 4382, 5284, 6960, 9370, 8297, 2487, 8241, 11041, 9305, 735, 8047, 3624, 7822, 10832, 8523, 8524, 9303, 9688, 1866, 10409, 8993, 8920, 1109, 7436, 1878, 8910, 2482, 9793, 1778, 2898, 1877, 2219, 8682, 7146, 11042]	[1109, 6230, 6960, 10836, 9370, 11063, 9794, 8241, 11239, 4620, 1868, 1778, 2898, 8920, 3170, 11969, 5283, 1919]
3057	27	[1677]	[11557]
3056	10	[5682, 3906, 4745, 3506, 11076, 2565, 3421, 7081, 6793, 2143, 444, 11554, 11595, 3499, 6507, 3720, 3511, 6922, 6142, 723, 5044, 696, 10195, 4800, 8433, 1245, 7222, 3500, 9600, 9513, 11222, 2291, 11256, 6637, 3502, 10474, 9968, 7751, 2869, 5771, 4801, 4178, 5416, 1747, 3589, 7009, 7362, 3581, 3269, 3392, 3501, 6910, 11224, 6683, 1746]	[5682, 3906, 3499, 11686, 4769, 6922, 5819, 11949, 11809, 11345, 11745, 11518, 11662, 3269, 11651, 6910, 11869, 11692, 11643, 4460, 11640, 11758]
3059	28	[1190, 11936, 6440, 3061, 3067, 6364, 5911, 3523, 3524, 5002, 11597, 7412, 9208, 4189, 10063, 4827, 3062]	[9671, 7412, 4189, 9201, 3452, 3061, 11939, 1205, 10532, 4819, 10063, 3062, 11936, 39, 9218, 3524, 3523, 4187, 1841, 3067, 2772, 3244, 4188]
3060	10	[1532, 7412, 6519, 32, 4189, 9201, 8631, 3914, 4827, 1885, 3061, 3358, 11939, 9208, 10063, 3062, 11936, 11160, 11092, 1501, 4750, 3524, 3523, 4187, 8442, 6359, 3067, 177, 4830, 3059, 3177, 7416, 4188, 3916, 4235]	[7412, 4189, 9201, 4827, 3452, 5959, 3061, 11939, 1205, 10532, 4819, 10063, 3062, 11936, 2686, 3524, 3523, 4187, 3067, 2772, 3059, 4188, 4235]
3061	6	[11092, 3067, 9207, 9218, 3523, 3059, 3524, 7412, 4188, 10063, 9201, 3062]	[40, 7412, 4189, 9201, 4827, 3452, 11525, 5959, 11939, 4819, 10063, 3062, 11936, 3524, 6321, 3523, 4187, 3067, 3059, 4188, 4235]
3062	10	[40, 3061, 3767, 3067, 3059, 3523, 3524, 7412, 10063, 9201]	[11936, 3061, 3067, 6311, 11939, 9218, 3523, 6160, 7154, 3524, 3059, 4001, 7412, 4819, 10063, 9201, 4188, 6549]
3063	28	[4931, 5452, 10633, 5950, 10638, 4932, 8965, 2186, 8511, 7172, 7863, 2578, 8869, 5939, 2071, 10650, 5855, 10678, 2788, 4933, 7017, 8758, 1441, 10605, 10488, 10624, 5427, 8773]	[4931, 10633, 5950, 10638, 4932, 10603, 7669, 5426, 9404, 2186, 8511, 7172, 7863, 11784, 2578, 8869, 1697, 5817, 2071, 10650, 10678, 4618, 2788, 4933, 1441, 10605, 10488, 10624, 5427, 6161, 9158, 8773]
3064	4	[9155, 10976, 10060, 6946]	[]
3066	7	[6445, 4311, 4946, 6775, 8956, 637, 4550, 8955, 2775, 8548, 5953, 10325, 3033, 5279, 8031, 3824, 10295, 2092, 1772, 8055, 9521, 5955]	[8031, 6445, 4311, 3824, 11039, 6775, 1772, 8956, 4550, 8955, 5279, 2092, 6499, 8548, 5953, 10325, 9521, 5955]
3065	18	[574, 561]	[562, 560, 574, 561]
3067	10	[1190, 11936, 12013, 11636, 3061, 11256, 11703, 41, 3059, 3523, 3524, 7412, 8225, 10063, 9201, 3062]	[5804, 7412, 4189, 5974, 9201, 4827, 3452, 3061, 3339, 1644, 11939, 1205, 10532, 4819, 10063, 3062, 11936, 3951, 7949, 6969, 2686, 3524, 3523, 3059, 12044, 4188]
3068	28	[1190, 8062, 5001, 1610, 3278, 7472, 8338, 318, 5004, 5003, 5000, 5002, 4232, 3177, 9201]	[8062, 3278, 7472, 8338, 7499, 318, 5004, 5003, 5002, 4232, 10532]
3069	18	[5437, 9138, 9133, 5495, 10408, 9135, 7814, 9134, 6838, 5513, 7813, 9137, 9136, 10639, 10032]	[9133, 5495, 9135, 9134, 6838, 5513, 9137, 9136, 6800]
3070	34	[6412, 1412, 4257, 764, 7978]	[6412, 9752, 654, 764, 2660, 5955]
3071	17	[6552, 3844, 11403, 741, 260, 5524, 2770, 10977, 2902, 9362, 3860, 3859, 3463, 9921]	[11403, 260, 741, 2770, 2304, 9362, 3860, 6946]
3072	7	[5316, 2292, 6914]	[5316, 2292, 6914]
3073	27	[9580, 2037, 627, 6399, 9035, 2436, 8193, 2653, 11418, 11024, 8969, 516, 2987, 5254, 9634, 9321, 4664, 10252, 3326, 11574, 11644, 9635, 735, 2096, 9909, 6233, 3186, 3423, 5098, 2098, 10111, 625, 11294, 11968, 11910, 11206, 3219, 11249, 10189, 11416, 3130, 5309, 9712, 7055, 10953, 11867, 8124, 9989, 10149]	[627, 2436, 2894, 516, 2987, 2440, 279, 1322, 1321, 9634, 9321, 4664, 10252, 3326, 2096, 9635, 3186, 2098, 625, 698, 2057, 3219, 3130, 5309, 7168, 9989]
3074	36	[11990, 3306, 2423, 9380, 11649, 2922, 1311, 1759, 8592, 11608, 324, 10499, 3313, 9676, 461, 9453, 1514, 11703, 6259, 11283]	[7824, 2739, 2900, 461, 325]
3075	33	[8062, 3278, 8338, 4750, 10363, 3068, 6595, 7847]	[11634, 6258, 10363, 5982, 8665, 9689]
3076	10	[40, 11228, 1250, 6501, 9201, 11204, 3358, 496, 2972, 1245, 9208, 8096, 3435, 4784, 7419, 11560, 7044, 2590, 8383, 6008, 11651, 3576, 8681]	[3260, 3013, 9207, 10834, 5379, 6501, 9201, 9212, 5604, 496, 1245, 3005, 5410, 9208, 4784, 3247, 6159, 11944, 1705, 2590, 2858, 3258, 2808, 8681]
3078	6	[4700, 1514, 3915, 3760, 3773, 831, 2766, 3169, 263, 3313, 9676, 3173]	[2530, 1514, 3417, 3915, 263, 3773, 831, 3760, 3173]
3079	7	[567, 491, 3777, 6073, 5930, 5926, 3589, 568, 3015, 2255, 816, 3783, 3776]	[567, 5793, 4946, 11011, 3777, 6073, 233, 5926, 2140, 8766, 6576, 2824, 3776, 7768, 5073, 274, 10565, 568, 945, 5068]
3077	10	[7009, 6005, 9947, 2309]	[11642, 39, 6005, 6133, 6314, 3792, 11937, 6595, 5169]
3080	3	[8517, 11840, 1532, 9784, 3479, 1453, 4955, 2447]	[3476, 1127, 1532, 3479, 5011, 9439, 11200, 7705, 4304, 6951, 8551, 3930]
3081	10	[10016, 6311, 8234, 8289, 7884, 1178, 1174, 9117, 11385, 1180, 8500, 10015, 5739, 6200, 4871, 8384, 5610, 9586, 7983, 9322, 7735, 177, 11194, 8383, 10565, 9084]	[8500, 6362, 6203, 1174, 11246, 10015, 7735, 177, 11194, 6200, 8234, 1180, 6218, 7983, 1178]
3083	3	[11395, 1532, 623, 11034, 2444, 11060, 2766, 4573, 3363, 10969, 2309, 1828, 5349, 11513, 7203, 11560, 11408, 9905, 3087]	[4642, 11395, 11513, 11408, 623, 7207, 1513, 3231, 11550, 2444, 3087, 563, 3568, 11271, 4573, 9668]
3082	4	[2758, 1554, 496, 2725, 3792]	[2945, 1554, 2758, 3792]
3084	6	[6613, 70, 3105, 5306, 5732, 11013]	[8301, 4878, 10712, 5295, 3940, 4627, 7563, 5732, 9520, 9306, 8539]
3085	35	[2493, 2302, 9186, 657]	[9186, 9575, 4956, 2302]
3086	28	[5560, 6327, 3183, 3455, 4818, 11003, 9645, 4392, 9705, 5530, 5774, 407, 5773, 10109, 10018, 6255, 6299, 2576, 6889, 408]	[6889, 9705, 3183, 2085, 2723, 4818, 5773, 11003, 10051, 5774, 407, 408, 7521, 6255, 6299]
3087	3	[11395, 1532, 623, 2444, 3568, 11227, 4573, 4642, 11696, 3231, 2922, 4423, 11513, 11256, 4206, 11560, 10499, 12025, 7418, 11651]	[4642, 8581, 11513, 11408, 623, 7207, 1513, 3231, 2444, 563, 3434, 11271, 4329, 4573, 9668]
3088	36	[4643, 7940, 2758, 1554]	[7940, 4641, 2584, 7226, 3924, 736, 1828, 1220, 11830]
3089	6	[5001, 9013, 8240, 5599, 6428, 5003, 5981, 7944, 4783, 1512, 6430]	[5003, 4765, 1511, 5599]
3090	7	[660, 4812, 5310, 658, 663, 4813, 659, 9249, 3972, 4033, 4809]	[4033, 660, 4812, 5310, 658, 6522, 663, 4813, 9249, 3972, 4809]
3091	11	[8214, 3291, 2873, 5226, 9937, 8212, 1188, 9544, 1676, 2879, 8213, 2245, 9213, 8010]	[8214, 2873, 9937, 8212, 8155, 1188, 9544, 1676, 2879, 8213, 2245, 8010]
3092	35	[534]	[4453, 314, 1646, 2074, 686, 2691, 4299, 3285, 3288, 534, 1645, 1740, 1155]
3094	19	[8493, 8477, 8484, 8491, 7928, 9995, 5164, 8483, 1264, 10042, 6784, 10448, 6402, 8490, 8480, 8497, 820, 9994, 8481, 11906, 8478, 7551, 9811, 11089, 8608, 6786, 8496, 8990, 7188, 8492, 8482, 8486, 10279, 7652, 11107, 8476, 8479, 5321, 7721, 11875, 8498]	[8491, 8483, 1264, 6402, 11547, 8480, 10720, 8497, 8481, 8495, 8478, 7551, 8608, 6786, 7653, 6413, 10279, 8476, 8479, 10717, 8498]
3093	33	[11490, 6142, 9531, 10867, 1309, 4030, 5698, 963, 9176, 5822, 6638]	[963, 1309, 9531]
3095	10	[3612, 2712, 8111, 9946, 9947, 3611, 11248, 2327, 3004, 7020]	[1624, 7057, 11299, 11228, 8111, 9946, 11651, 1544, 9947, 11248, 2327, 11222, 7020]
3096	27	[8193, 9895, 10988, 11175, 11124, 516, 3403, 5254, 2987, 3232, 9900, 10737, 5575, 9820, 5573, 11122, 5571, 11123, 10590, 10585, 2557, 6281, 9305, 5572, 11093, 10989, 10261, 5255, 3423, 10586, 5570, 5023, 8194, 9898, 10587, 3943, 9688, 10262, 8619, 9897, 1109, 7436, 6031, 11094, 6032, 6232, 10589, 11121, 11148, 8191, 10588, 9899, 9896]	[8193, 7730, 9895, 9500, 3403, 5254, 3232, 10737, 9900, 5575, 9820, 11122, 5571, 11123, 10590, 11027, 2557, 11093, 10989, 3423, 5570, 10587, 3943, 9910, 9897, 10262, 6031, 11094, 6032, 6232, 11121, 8191, 10588, 5255, 9896, 3625]
3097	10	[6949, 8477, 6251, 5042, 6315, 11595, 5272, 5164, 1264, 11315, 10448, 6402, 4180, 1263, 3558, 8478, 8961, 1639, 2187, 7909, 3050, 574, 6289, 8177, 5675]	[3050, 6949, 562, 6251, 5270, 1639, 6315, 3558, 5675]
3098	4	[3102, 417]	[418, 419, 3100, 3102, 3101, 417, 420, 416, 3099]
3099	33	[3102, 6226, 965]	[418, 419, 3102, 3101, 420, 416, 965, 3098]
3100	10	[]	[418, 419, 3102, 3101, 416, 3098]
3101	33	[6818, 419, 6780, 3102, 2975, 420, 418, 2215]	[418, 419, 3102, 417, 420, 416, 4554, 10275, 3099]
3102	4	[418, 419, 3101, 417, 420, 416, 3098, 3099]	[9236, 418, 419, 3100, 3101, 417, 420, 416, 3098, 3099]
