item_id	i_category	r_complement	r_substitute
1556	27	[2016, 915, 2978, 1340, 916, 1699]	[]
1557	4	[7503, 1212, 3384, 5185, 1577, 7210, 3452, 1992, 1675, 6222, 3709, 6668, 6325, 1290, 1482, 6122]	[]
1558	4	[1485, 1866, 1888, 1650, 1543, 1643, 3327, 1763, 1588, 1591, 1701, 579, 1677, 2291, 1667, 1722, 2385, 1024, 1679, 1590]	[]
1559	21	[2834, 5454, 8903, 1257, 5800, 6088, 1577, 4755, 1186, 1956, 8697, 9073, 2056, 4687, 5678, 1345, 4376, 9075, 3716, 4010, 9032, 6252, 1418, 8396, 3718, 6070, 8739, 4602, 3917, 2944, 3168, 5750, 5012, 3650, 8342, 5065, 3720, 5698, 3820, 2951, 1282, 9074, 6519, 1517, 1276, 1675, 4787, 6031, 3708, 3017, 1162, 2531, 3598, 3798, 4791, 9771, 4675, 4559, 3102, 3419, 2830, 3719]	[]
1560	4	[1133, 3738, 1601, 1080, 1079, 2565, 2396, 4963, 3602, 1140, 1062, 4892, 2987, 1129, 1632, 1054, 5, 1138, 4057, 1125, 5676, 3739, 2294, 2187, 2509, 2037, 3069, 5722, 4909, 1568, 1064, 3044, 2022, 2112, 1344, 1261, 5497, 1443, 1126, 2747, 5386, 1563, 2457, 1139, 2547, 1662, 1504, 3740, 2272, 1269, 1230, 2336, 1704]	[]
1561	5	[3202, 7942, 1946, 1888, 1350, 1777, 2385, 579]	[]
1562	19	[1046, 1617, 8340, 1141, 1251, 2754, 1036, 2761, 1062, 1040, 1837, 2677, 2623, 1807]	[]
1563	19	[1133, 1601, 2741, 3738, 3590, 5766, 2565, 3602, 1140, 3699, 7465, 1129, 5318, 1632, 3019, 6924, 1054, 2393, 1138, 7857, 4057, 2388, 3739, 2299, 1970, 2142, 3069, 5722, 2594, 4770, 2125, 3882, 7964, 1568, 2022, 3044, 5937, 2415, 1126, 2314, 1139, 2762, 2272, 3700, 1068]	[]
1564	13	[]	[]
1565	13	[]	[1787, 2869, 2631, 1566, 215, 1097, 8775, 1510, 840, 7885, 4512, 4324, 8731, 2249, 1567]
1566	13	[]	[2232, 10396, 1510, 2993, 7885, 4512, 8731, 2249, 1565, 1567]
1567	13	[5053, 6162, 4404, 8117, 3079, 8498, 6494, 10220, 5912, 9072, 7241, 9795, 4512, 2300, 8731, 8859, 1742]	[]
1568	19	[1133, 1601, 3738, 1080, 1079, 2565, 1140, 2152, 1704, 1129, 1575, 1054, 5, 2393, 1138, 8073, 4057, 3739, 2187, 9613, 2299, 2509, 2037, 1594, 3069, 9608, 1560, 4812, 5722, 2421, 1064, 3044, 2022, 1962, 2112, 7150, 1261, 1443, 1344, 1126, 1563, 2314, 2415, 1139, 1662, 2547, 1504, 3740, 2272, 2716, 8074, 9431, 10184]	[1133, 1601, 2565, 2152, 1129, 1575, 1054, 2393, 1138, 4057, 3739, 2294, 2509, 1560, 5722, 2421, 4909, 2022, 3044, 2112, 1443, 1126, 2314, 1563, 1139, 2457, 2272, 2813, 3906, 1230]
1569	9	[5185, 977, 4343, 8649, 1433]	[]
1570	5	[2380, 2878, 970, 1693, 2698, 1872, 3630, 947, 920, 1369, 347, 3846, 4037, 957, 1385, 1409, 2623, 2345]	[]
1572	2	[3510, 2264, 6789, 1804, 2024, 3168, 1577, 2181, 923, 1186, 1675, 2148, 3102, 1198, 3408, 910, 2680, 343]	[]
1571	12	[1072, 1207, 6951, 1212, 3, 791, 1675, 1197, 6984, 1964, 1206, 4376, 4981, 343, 1507]	[]
1573	4	[2208, 3096, 1262, 2607, 5143, 2926, 2679, 3808, 1875, 1577, 1597, 1186, 8837, 4444, 4231, 1155, 1671, 2580, 2737, 4592, 5029, 2937, 3997, 5361, 5584, 1152, 2290, 3168, 1342, 4115, 2333, 5065, 1768, 3005, 2638, 1386, 3888, 1488, 4024, 1853, 2029, 5007, 2025, 1211, 4610, 1480, 2824, 1335, 2684, 3909, 2687, 1427, 3454, 4088, 4232, 4140, 1547, 3939, 3006, 3122, 2734, 1979, 1767, 2688]	[]
1575	4	[1133, 1601, 3738, 1080, 1079, 2565, 1057, 1662, 3602, 1140, 4892, 1129, 1632, 1054, 5, 2393, 1138, 4057, 2566, 1125, 1172, 2178, 3739, 2294, 2187, 2509, 2037, 2142, 1594, 3069, 1402, 1505, 5722, 4909, 2629, 1568, 3211, 1117, 1064, 3044, 2022, 1503, 2112, 1344, 3473, 1443, 1126, 2747, 5386, 1563, 2457, 1139, 2547, 2314, 1504, 1576, 2301, 3470, 2272, 3740, 2023, 1269, 1230, 2336, 1704]	[]
1574	4	[2834, 1582, 1577, 6088, 1186, 2398, 1956, 5678, 2056, 1259, 3709, 6671, 7154, 3412, 3914, 6564, 1395, 5361, 2030, 10323, 4067, 6674, 343, 3168, 6670, 6561, 2951, 2262, 1517, 1223, 1675, 2035, 7294, 3476, 6626, 3708, 2531, 3598, 2822, 3795, 3102, 1197, 3419, 1979]	[]
1576	13	[1133, 1601, 1982, 3738, 3486, 3423, 1080, 1079, 1993, 3235, 791, 5281, 510, 1704, 2227, 1129, 1575, 4612, 1054, 2797, 2554, 1138, 4057, 2566, 3140, 1984, 2178, 3739, 1097, 2509, 2303, 2037, 2228, 4377, 5174, 2867, 5760, 1127, 1983, 2629, 5527, 2437, 2022, 2193, 511, 1261, 3473, 1443, 1126, 2747, 2243, 2286, 1139, 1057, 2547, 2301, 1017, 2272, 5064, 5649, 3939, 2716, 1852, 2336, 2287]	[]
1577	21	[7985, 8903, 3996, 6088, 4244, 2398, 3802, 8697, 1956, 2056, 3709, 6828, 9075, 5707, 9032, 4137, 6564, 5306, 2528, 5584, 2030, 4602, 3917, 9462, 3168, 7803, 3510, 5065, 3345, 6413, 8495, 9074, 3414, 1675, 2148, 9216, 2530, 4242, 9960, 5007, 6619, 4680, 4430, 2969, 4640, 2822, 2824, 7574, 8650, 3102, 1197, 2049, 3805, 9076, 4167, 7073, 3609, 2529]	[]
1578	7	[1116, 1318, 1487, 1196, 1892]	[]
1579	21	[4116, 1483, 3866, 1888, 2227, 2259, 3495, 1646, 1454, 1323, 1703, 579, 1673, 1463, 1373, 1675, 1865, 2385, 1410, 1682, 1832, 1237, 1350, 1841, 2292]	[]
1580	4	[1145, 5185, 1577, 1517, 1675, 8286, 4546, 5947, 2081]	[]
1581	9	[250, 1514, 2753, 1697, 2602, 2539, 7517, 3073, 1341, 222, 3963, 1872, 3183, 2591, 1440, 1890, 1415, 2868, 829, 1694, 1363, 2007, 1849, 2872, 1385, 1584, 2800, 1618, 2909, 1422, 1874, 1587, 835, 2610, 1205, 2335, 3513, 1317, 1325, 1409]	[]
1582	19	[7162, 9627, 2741, 3590, 3552, 5227, 7030, 3699, 7335, 9790, 4176, 4577, 3894, 4766, 6920, 6071, 1065, 8396, 3284, 7682, 6922, 7467, 2262, 1242, 4770, 2125, 5855, 3757, 6692, 3882, 2843, 7163, 1885, 7345, 4738, 7470, 5828, 1716, 2762, 4621, 2416, 8790, 3692, 3282, 1740, 7145]	[]
1583	4	[2428, 1494, 1888, 3783, 2259, 1328, 1404, 5631, 2223, 1462, 1392, 579, 2425, 2426, 3045, 1865, 1718, 2302, 1350, 3813, 2424, 3278, 2292]	[]
1584	7	[250, 1514, 2753, 1697, 2602, 2539, 7517, 3073, 1294, 1341, 1872, 3183, 2591, 1440, 1890, 8953, 1415, 858, 2868, 1496, 1694, 1363, 8824, 2007, 1849, 2873, 1385, 2800, 1618, 1422, 1874, 1587, 2610, 1581, 1205, 2335, 1317, 1325, 1409]	[]
1586	4	[1046, 1617, 2602, 8340, 1141, 2565, 2400, 1251, 1163, 4868, 7188, 1062, 1040, 1837, 2677, 2816, 3044, 1807]	[]
1585	4	[9223, 6752, 4217, 6088, 1577, 5900, 5227, 10028, 2746, 1956, 8526, 8092, 4376, 8911, 3032, 10213, 10224, 2874, 9032, 4510, 5012, 4539, 3037, 3217, 7153, 6740, 2466, 2148, 8460, 2315, 8439, 4538, 9089, 8440, 7257, 7574, 9297, 5231, 3102, 3858, 9076, 5749]	[]
1587	7	[250, 1243, 1697, 2602, 1264, 1515, 1930, 1341, 2003, 846, 1648, 960, 1872, 3183, 2591, 991, 1873, 2266, 858, 2868, 2935, 1423, 889, 1772, 2007, 947, 3125, 1385, 845, 1584, 2600, 2640, 1618, 1306, 1874, 1368, 835, 2610, 1581, 1205, 2335, 1409]	[]
1588	4	[3738, 1485, 1866, 1558, 1650, 1888, 3245, 1546, 2999, 1543, 1643, 3327, 3187, 1763, 1591, 1701, 1846, 1677, 2291, 1667, 1722, 2385, 1672, 1024, 2169, 1679, 1590]	[]
1590	4	[3516, 3202, 1876, 1866, 1485, 3456, 1558, 1650, 1888, 5101, 4178, 1546, 2999, 4187, 1543, 1643, 3327, 1763, 1588, 1591, 2223, 2391, 1701, 1846, 579, 1677, 2291, 4193, 1667, 1722, 2385, 1672, 1024, 2169, 1679, 1777, 1350]	[]
1589	14	[2753, 1629, 5207, 8282, 2722, 1406, 561, 2591, 2391, 1726, 1471, 579, 3628, 1693, 2935, 2842, 1702, 2754, 8789, 3566, 1534, 1670, 5378, 1842, 1036, 1525, 5416, 1535]	[]
1592	4	[]	[]
1593	4	[]	[]
1591	21	[3516, 1866, 3456, 1558, 1650, 1888, 1186, 5101, 1546, 1543, 1643, 3327, 1138, 1763, 1588, 2253, 1701, 1846, 579, 1677, 2291, 1667, 1722, 2385, 1672, 1024, 2169, 1590, 1679, 3636, 1752]	[]
1594	4	[1133, 3738, 1601, 1080, 2565, 1140, 2152, 1129, 1632, 1575, 1054, 5, 2393, 1138, 4057, 1125, 2294, 2509, 2037, 2116, 1505, 5722, 2408, 1568, 1117, 2022, 2112, 3044, 1344, 1064, 1503, 1443, 2415, 1126, 2314, 1563, 5386, 1139, 2457, 1504, 2272, 1576, 1704]	[]
1595	4	[4128, 4152, 5800, 1577, 1597, 3504, 1186, 3411, 2736, 1956, 3915, 3502, 3709, 1259, 3413, 6828, 3412, 4203, 5707, 3914, 1185, 3417, 7390, 3918, 5361, 6564, 2030, 3377, 2686, 3917, 6674, 3168, 3726, 5065, 4449, 1282, 4289, 3414, 2045, 1675, 1223, 1276, 1574, 6395, 5906, 2025, 5447, 3410, 4288, 4640, 2864, 4610, 3598, 2606, 2824, 6814, 2684, 9771, 4791, 4127, 6069, 7687, 3795, 2054, 3858, 2734, 1979, 5709, 3511, 2057, 1596, 4508]	[4128, 3411, 3915, 3502, 1259, 3709, 3413, 4231, 1434, 3412, 3914, 5707, 6564, 3377, 3917, 2686, 3370, 3856, 2939, 3414, 2045, 3410, 6069, 4610, 2606, 3121, 2057, 9076, 1596, 4508]
1597	4	[2208, 5143, 1188, 2008, 2926, 3938, 2679, 3808, 1875, 1577, 1186, 3411, 4229, 1595, 1956, 3915, 4231, 1259, 1486, 1345, 3412, 4592, 3914, 1393, 3997, 5361, 5517, 5584, 1152, 3818, 3718, 3725, 3168, 3726, 4786, 2333, 5065, 4487, 2943, 1386, 1894, 2638, 1675, 3414, 3888, 1153, 1517, 3951, 5007, 3418, 2029, 1254, 2025, 1145, 1211, 4610, 1480, 2824, 2864, 2684, 4232, 1909, 1427, 3006, 1198, 1979, 1767, 3511, 4489, 1596, 2835]	[]
1596	4	[5143, 8903, 2679, 6672, 1577, 1597, 3504, 1875, 1186, 1595, 3420, 8697, 1956, 3709, 1486, 3915, 1259, 6828, 3412, 5707, 3914, 5569, 3417, 5870, 2053, 6564, 5306, 5361, 5584, 7341, 9462, 4126, 3917, 6674, 3168, 7803, 3726, 1342, 2333, 4487, 9461, 4449, 5682, 1386, 3414, 3916, 1675, 1223, 6868, 6395, 3951, 5007, 3418, 2029, 4787, 6619, 5626, 4610, 2824, 2864, 8650, 5708, 2684, 4232, 3795, 3805, 2734, 1979, 4489, 4647]	[]
1598	4	[]	[5145, 6861, 6564, 1905, 3718, 4786, 3720, 4688, 1282, 6773, 3820, 1906, 1910, 4787, 7786, 3708, 2545, 2864, 2531, 1909, 4675, 3719]
1599	13	[]	[]
1600	10	[]	[8939, 4690, 2511, 8408, 9253, 8977, 2303, 9219, 7260, 5017, 9860, 2518, 2302, 4807, 622, 8641, 2447, 2457, 10355, 3554, 9358, 2780, 1841]
1601	4	[1133, 3738, 3486, 1080, 1079, 1938, 3731, 1129, 1054, 2393, 1138, 4057, 1125, 3739, 2187, 1732, 2509, 2917, 2142, 3069, 1560, 2867, 2920, 5722, 2408, 2694, 1568, 2022, 1064, 3044, 2112, 2415, 1126, 2747, 5386, 1563, 1139, 2314, 2547, 7414, 1662, 2723, 2272, 5064, 2813, 3906]	[]
1602	24	[537, 4407, 2641, 4432]	[]
1603	12	[275]	[]
1604	4	[]	[4025, 1850, 2056, 1537, 8341, 3422, 7415, 4645, 7153, 7366, 2032, 1256, 4553, 3643, 8139, 3858, 5543, 4167, 8732]
1605	13	[]	[1787, 8677, 7491, 2869, 2362, 775, 46, 7671, 3235, 1510, 1097, 3580, 2437, 4324, 1794, 3259, 7974, 101]
1606	13	[2984, 2831, 1357, 2474, 948, 595, 3079, 2104, 4503, 5525, 3007, 6282, 656, 2170]	[]
1607	9	[8937, 1797, 2749, 8029, 1778, 4322, 8754, 3545, 809, 4173]	[]
1608	4	[3096, 4851, 8015, 1262, 4323, 4397, 4705, 1491, 1577, 2938, 8837, 4943, 1486, 4252, 1155, 3724, 4520, 3929, 4964, 1246, 1152, 4749, 2290, 1011, 1265, 3168, 2735, 3908, 1342, 6429, 1768, 3116, 4449, 1769, 3005, 3573, 4024, 3681, 5536, 7875, 4871, 2907, 5812, 1427, 3454, 4088, 4140, 1547, 3122, 3006, 6938, 2734, 1979, 4467, 1767, 7049]	[]
1609	4	[1870, 915, 802, 924, 1699, 1502, 1854, 1834, 546, 2010, 2296, 1509, 1411, 1619, 1661, 3135, 1501, 916, 1448, 1789, 1524, 515, 2381, 1527, 3120, 3288]	[]
1611	4	[]	[1744]
1610	4	[9223, 1577, 2288, 1186, 1956, 6571, 5607, 4376, 2832, 2796, 2264, 5502, 2370, 1393, 6252, 2924, 6274, 2442, 5333, 343, 5012, 3510, 6413, 2024, 923, 1675, 2148, 4533, 7366, 5906, 1206, 6031, 9586, 4430, 938, 6187, 5050, 5066, 1212, 1655, 3015, 5968, 3102, 1197, 1236, 3408, 4167]	[]
1612	27	[915, 4709, 971, 3379, 794, 966, 848, 954, 7045, 2453, 6916, 6601, 3068, 2010, 7181, 2303, 4841, 7262, 10223, 1966, 8155, 916, 8630, 529, 8002, 7703, 7645, 8328, 8765, 717, 2794]	[]
1613	4	[]	[]
1614	4	[2178, 2022, 1126, 1139]	[]
1615	4	[2266, 858, 1618, 2640, 1368, 889, 947, 1616, 991]	[]
1616	4	[2266, 858, 2640, 1618, 2909, 1423, 1368, 960, 889, 2610, 1515, 2879, 1772, 947, 991, 1615, 1341, 2003]	[]
1617	4	[1053, 250, 2602, 2565, 3630, 1586, 2761, 1520, 1062, 2677, 1078, 2394, 2017, 1872, 3467, 2400, 4868, 2591, 1040, 1562, 3469, 1412, 4118, 1141, 8340, 2289, 2007, 2754, 2905, 1837, 2816, 1962, 3044, 5088, 3468, 2600, 1046, 3261, 1251, 1163, 1036, 2272, 1807]	[]
1618	9	[250, 3824, 3148, 1243, 1515, 1930, 3754, 3834, 2003, 960, 1372, 3963, 1872, 1968, 3183, 2591, 991, 1873, 1469, 2266, 858, 2868, 2935, 1423, 825, 889, 1772, 2007, 947, 4086, 1616, 2872, 1584, 2640, 1368, 1587, 835, 2610, 2733, 1581]	[]
1619	4	[1870, 915, 924, 1437, 3181, 3379, 1502, 1854, 7456, 1609, 1834, 3084, 546, 3072, 879, 1509, 1501, 1448, 1789, 8002, 3040, 515, 2381, 1527, 3120, 3288]	[]
1621	4	[]	[]
1620	13	[323]	[]
1625	0	[1157]	[]
1624	13	[7449, 3079, 7593, 5912, 3078, 973, 431]	[]
1623	13	[6746, 6744, 9270, 6745, 3079, 613, 3080, 5912, 9072, 4445, 2170, 772]	[]
1622	13	[802, 924, 7457, 3164, 881, 3181, 3079, 3379, 3091, 954, 7456, 3067, 3084, 546, 690, 2535, 2794, 879, 5139, 2450, 2710, 1619, 532, 3135, 3159, 7769, 3626, 2791, 2603, 2381, 3131, 515, 3060, 953, 3822, 3288, 472]	[]
1626	4	[3623, 9502, 1545, 4911, 3791]	[]
1627	19	[7162, 9627, 6921, 2741, 3590, 3552, 1582, 5227, 3530, 7145, 7030, 3699, 7335, 6924, 9790, 4578, 4577, 3894, 4766, 2388, 6920, 7750, 6071, 1065, 3272, 8396, 7467, 1242, 3700, 3054, 4770, 2125, 5855, 3757, 2771, 3882, 2285, 7163, 2086, 1885, 5827, 7345, 4738, 5828, 4695, 1716, 838, 2762, 8034, 6923, 1991, 820, 3282, 1740, 1464, 3692, 1068]	[]
1628	4	[1921, 1639, 3819, 909, 2399, 843, 2358, 1310, 591, 792, 3737, 3920, 831, 8326, 1640, 714, 1419, 554, 1636, 5480, 730, 1634, 438, 6413, 979, 1426, 1233, 630, 459, 562, 674, 672, 2524, 3741, 1237, 3574, 838, 2998, 2049, 6923, 820, 5758, 2718, 1633]	[]
1629	9	[1470, 2722, 1406, 561, 2391, 1589, 1726, 1471, 579, 1693, 2842, 1702, 3566, 1534, 1670, 1777, 1842, 1525, 1535]	[]
1630	0	[4971, 1133, 1601, 3738, 1080, 2565, 2396, 2739, 3602, 2152, 4892, 1129, 1632, 1054, 2393, 1138, 4057, 2566, 3140, 1125, 2187, 1732, 4950, 2509, 2037, 2116, 3069, 5722, 2231, 2421, 2629, 1568, 3211, 1064, 3044, 2022, 1503, 2112, 1962, 1344, 3473, 1443, 1126, 2747, 1563, 2314, 2457, 1139, 2547, 1576, 1504, 1662, 2301, 3740, 2272, 5064, 2716, 1269, 2813, 2128, 1941, 2415, 2336, 1704, 5217]	[1631, 3738, 1105, 5574, 4950, 2987, 2788, 1104, 1632]
1634	4	[1921, 1639, 2008, 1637, 2399, 2358, 1310, 591, 792, 3737, 831, 2525, 453, 1640, 1628, 714, 1419, 554, 1920, 1636, 1011, 4394, 5480, 730, 438, 6413, 1426, 3129, 570, 459, 562, 672, 2524, 3741, 1237, 3574, 749, 2998, 6923, 820, 2718, 1633]	[]
1633	4	[1921, 1639, 1637, 3819, 2197, 2399, 1577, 2358, 3369, 3660, 1310, 591, 792, 463, 3737, 3920, 2525, 1640, 1653, 5319, 1628, 714, 1419, 554, 1920, 1636, 4394, 5480, 1634, 6413, 1426, 1233, 630, 5102, 5763, 459, 562, 672, 674, 2524, 3736, 3741, 1237, 5192, 6923, 820, 5758, 2718, 2998]	[]
1638	4	[]	[]
1636	4	[1921, 799, 1639, 1637, 2399, 2358, 1310, 591, 792, 2968, 3737, 3920, 942, 2525, 453, 1640, 1628, 714, 1419, 554, 1011, 4394, 5480, 730, 1634, 438, 6413, 1426, 630, 1233, 3129, 570, 562, 672, 674, 2524, 3741, 1237, 3574, 749, 6923, 820, 2047, 2718, 1633]	[]
1631	8	[1601, 1080, 2565, 1129, 1632, 1054, 4057, 4100, 2509, 2037, 4973, 2231, 2788, 2022, 2112, 3044, 1126, 2314, 2747, 1563, 1139, 2457, 2547, 2272, 1941]	[1133, 3738, 1601, 1630, 1938, 2987, 1129, 1632, 1575, 1054, 3739, 4950, 2509, 2142, 1560, 1105, 2231, 2788, 2112, 5574, 1139, 2457, 3906]
1639	4	[1921, 799, 7985, 2399, 6088, 7670, 3660, 792, 591, 5233, 3737, 1347, 3920, 2525, 1640, 9032, 1628, 714, 1419, 5306, 554, 1636, 8740, 4394, 343, 3335, 5480, 1634, 438, 1426, 5102, 2050, 562, 674, 2524, 3741, 1237, 6923, 4167, 820, 2718, 1633]	[]
1632	4	[4971, 1133, 5056, 1601, 3738, 1080, 2565, 2396, 1630, 1140, 1938, 1129, 1054, 2393, 1631, 1138, 4057, 2566, 3140, 1125, 4100, 1732, 2509, 3069, 1560, 5722, 1127, 2231, 1568, 1064, 3044, 2022, 2112, 1443, 2415, 1126, 2747, 1563, 2314, 2457, 1139, 2547, 1662, 1057, 2301, 2272, 4742, 5064, 1269, 1941, 1576, 1704]	[1133, 1601, 1630, 1129, 2987, 1054, 1631, 1138, 3739, 4950, 2509, 1104, 1560, 1105, 2231, 4909, 2112, 5574, 1139, 7725]
1635	1	[1126, 1139, 2272, 2116, 1816]	[]
1640	4	[1921, 1639, 1637, 2358, 792, 1310, 3737, 3920, 1653, 1628, 714, 1419, 1636, 5480, 1634, 730, 7513, 438, 6413, 1426, 1233, 2046, 1633, 562, 3741, 3574, 2049, 820, 2998, 4647]	[]
1637	4	[1933, 1921, 799, 1639, 2008, 3819, 2399, 2358, 1310, 591, 2002, 2968, 792, 417, 831, 3737, 3920, 453, 1640, 1653, 1628, 2001, 714, 1419, 554, 1920, 1636, 1383, 1011, 343, 5480, 1634, 438, 1426, 506, 2045, 1633, 2046, 2050, 1066, 2524, 2051, 3741, 1237, 3574, 749, 2049, 488, 820, 2047, 1232, 570, 2998]	[]
1641	6	[5465, 6138, 6535, 4423, 2831, 6072, 2474, 3079, 6705, 4420, 2170]	[]
1642	4	[650, 539, 903, 1391, 2244, 648, 1093, 1721, 2066, 4460, 939, 3111, 704, 1272]	[]
1643	4	[3202, 1866, 1485, 3456, 1558, 1650, 1888, 5101, 1546, 2999, 3237, 1543, 3327, 1763, 1588, 1591, 3739, 1701, 1846, 4447, 579, 1677, 2291, 6433, 1667, 1722, 2385, 1672, 3215, 3536, 1024, 2169, 8061, 1139, 1679, 1777, 1590]	[]
1644	4	[924, 1645, 1527, 1509, 1502]	[]
1645	4	[1870, 915, 2381, 1448, 924, 1527, 1644, 1509, 1502]	[1870, 915]
1646	4	[1673, 1410, 1463, 7231, 1373, 1403, 1682, 1832, 1741, 1888, 4175, 1579, 1323]	[]
1648	4	[858, 1618, 2640, 2880, 1368, 2602, 960, 1372, 1587, 1515, 947, 1873, 2003, 2600]	[]
1647	4	[1494, 2279, 5631, 1350, 1428, 1865, 1844, 1404, 1718, 2259, 3278, 1462, 2302, 1328]	[]
1649	9	[]	[7817, 10167, 3209, 6756, 10008, 7121, 9680, 1444, 7120]
1650	21	[3202, 1876, 1866, 3456, 1485, 1558, 1888, 2636, 1511, 1546, 2999, 4187, 1543, 1643, 3327, 1763, 1588, 2253, 1591, 2391, 1701, 3056, 1754, 2116, 1846, 1677, 2291, 1667, 1722, 5527, 2385, 1672, 1752, 1024, 2169, 1139, 1679, 1350, 1590]	[]
1651	4	[1661]	[]
1652	7	[]	[9143, 6138, 8077, 2040, 5178, 997, 1487, 8794, 5465, 8635, 4441, 1352, 9920, 4267, 6384, 1578, 1318, 10027, 10308, 8140, 441, 1959, 4423, 9527, 4586, 9866, 4268]
1653	21	[1921, 799, 1637, 3819, 2358, 3369, 1310, 591, 3737, 3920, 942, 2525, 987, 5185, 714, 554, 398, 979, 681, 901, 562, 672, 674, 2524, 3736, 3741, 6923, 820, 5758, 1482, 2718, 1633, 635]	[]
1654	7	[2166, 250, 7029, 1433, 2379]	[]
1655	7	[1207, 4217, 1577, 2288, 1186, 1956, 6571, 3709, 4376, 1345, 2264, 2810, 2924, 343, 5012, 3510, 849, 923, 1610, 1675, 2148, 4533, 3426, 3476, 1585, 6259, 4430, 3424, 5050, 1212, 8482, 3102, 1197, 1236, 3408, 4167, 3858]	[]
1656	4	[2620, 9727, 2670, 1675, 1692, 1345, 1290]	[]
1657	7	[4573, 6535, 4423, 3079, 5754]	[]
1658	21	[2350, 2052, 3772, 2303, 2983, 2338, 4337, 7728, 2491, 2313, 2411, 2312]	[]
1660	21	[3254, 1950, 2239]	[]
1659	21	[3697, 4940, 2165, 2064, 3190, 2604, 2341]	[]
1661	4	[1854, 3288, 1870, 915, 1448, 924, 1609, 1651, 1501, 1527, 3120, 1509, 1502]	[]
1662	9	[3202, 1133, 1601, 3738, 5073, 1079, 1080, 3456, 1140, 2571, 1129, 2553, 1575, 1054, 2554, 1138, 4057, 3739, 2299, 2294, 2509, 5087, 2037, 1560, 2867, 5722, 3508, 2421, 2385, 1568, 3211, 1962, 2022, 3044, 2112, 1261, 1443, 1126, 2572, 2314, 1057, 1139, 2457, 2547, 2301, 2747, 2272, 2813, 3906, 1704]	[]
1663	2	[4482, 2792, 4304]	[]
1664	20	[6367, 3824, 5896, 4853, 8944, 9334, 792, 4359, 5895, 9977, 6180, 6231, 7886, 6333, 3155, 1479, 6770, 1348, 5763, 641, 8165, 2036, 1714, 2323, 8481, 1039]	[]
1665	4	[]	[2428, 1702, 3278, 2722, 2292]
1666	21	[4375, 2437, 1463, 2312, 2303, 2665, 1252, 2313, 1683, 2227, 2411, 667, 3774, 2193, 5146]	[]
1667	21	[3202, 1866, 1485, 3456, 1558, 1650, 1888, 1129, 3245, 1546, 2999, 1543, 1643, 3327, 3187, 1763, 3895, 1588, 2253, 1591, 1701, 1754, 1846, 2116, 1677, 2291, 1722, 1672, 2385, 1024, 2169, 1139, 1679, 1590]	[]
1668	5	[1705, 1577, 1345, 6057, 7307, 1761, 7504, 1971, 2559, 923, 2676, 6926, 1489, 6142, 6165, 7025, 1475, 4222, 1482]	[]
1669	4	[977, 8943, 8473, 7442]	[]
1670	21	[3566, 1693, 1534, 1629, 1702, 2842, 1535, 1842, 1406, 2391, 1589, 1726, 2722, 1408, 1407, 1471]	[]
1671	4	[3096, 1154, 3415, 2578, 1491, 1577, 3504, 4210, 2719, 4252, 4391, 1155, 2580, 3724, 5029, 1245, 5361, 1246, 1152, 5330, 3377, 3725, 2686, 1265, 3726, 3450, 1342, 1768, 6413, 4289, 1769, 2939, 3727, 2045, 1675, 5350, 3729, 2969, 5626, 4610, 2824, 6069, 4871, 2687, 1547, 4167, 1979, 2057, 3728, 7049, 3416]	[]
1672	4	[3463, 3202, 3184, 3281, 2215, 1650, 5687, 3636, 3731, 3245, 3783, 2259, 4286, 4178, 1404, 1546, 2999, 4187, 1543, 3237, 3187, 3327, 3895, 1763, 9, 1591, 2214, 6569, 1701, 4447, 4893, 1462, 3872, 1677, 3365, 2291, 3431, 2628, 3248, 4193, 1667, 4721, 4120, 2385, 3711, 3215, 4141, 3536, 1024, 4257, 2169, 3782, 3246, 959, 3355, 3555, 5390, 3247, 1679, 1553, 3813, 23, 2993, 3921, 1590]	[]
1673	4	[1410, 1646, 1463, 1682, 1483, 3866, 1832, 1888, 4175, 1579, 1454, 4051, 5687, 2385, 1323, 1703]	[]
1674	4	[2834, 1559, 5145, 1908, 1577, 6359, 1399, 1186, 1595, 4486, 1956, 5678, 3709, 1203, 1345, 4376, 1445, 3716, 1315, 4010, 2830, 1393, 6564, 4788, 1905, 3922, 6239, 6070, 3718, 3917, 4786, 3510, 3223, 2829, 4688, 3820, 6773, 5698, 7068, 2951, 3720, 1282, 1906, 5907, 1675, 1223, 2148, 2863, 1910, 5906, 4787, 3708, 2531, 3598, 6358, 2864, 2545, 1909, 4675, 7687, 3102, 3121, 2836, 1236, 3631, 2865, 2532, 6353, 3719, 4508]	[]
1676	19	[2088, 1364, 2741, 581, 676, 3552, 3590, 1582, 843, 1464, 4578, 495, 987, 951, 3926, 3272, 1944, 1242, 3054, 630, 2125, 5855, 3757, 2285, 3882, 1885, 2086, 1031, 1050, 2844, 1716, 838, 3599, 1991, 820, 3282, 873, 2642, 1068]	[]
